PLAYER_ID,PLAYER_NAME,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS
1630600,Isaiah Mobley,17.37,2.0,7.0,0.29,1.0,3.0,0.33,1.0,2.0,0.5,1.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0
1630604,E.J. Liddell,4.4,0.67,1.25,0.22,0.25,0.83,0.1,0.17,0.17,0.08,0.25,0.5,0.75,0.25,0.17,0.08,0.08,0.0,0.92,0.08,1.75
1630611,Gui Santos,13.6,1.46,3.2,0.33,0.61,1.84,0.22,0.52,0.75,0.24,1.29,1.79,3.07,1.43,0.75,0.45,0.18,0.16,1.62,0.73,4.05
1630618,D.J. Carton,8.35,0.25,1.75,0.12,0.0,0.75,0.0,0.25,0.25,0.25,0.0,1.0,1.0,0.75,1.0,0.5,0.0,0.5,0.25,0.25,0.75
1630623,Tyson Etienne,21.58,2.43,7.43,0.32,1.86,6.29,0.29,1.14,1.43,0.5,0.43,0.86,1.29,1.71,1.14,0.43,0.14,0.29,2.43,1.14,7.86
1630625,Dalano Banton,16.72,2.96,7.57,0.34,1.07,3.31,0.24,1.36,1.87,0.4,0.45,1.57,2.01,2.39,1.28,0.64,0.51,0.52,0.87,1.37,8.34
1630631,Jose Alvarado,24.39,3.64,9.3,0.38,1.98,5.52,0.33,1.07,1.32,0.42,0.48,1.95,2.43,4.62,1.54,1.32,0.25,0.43,1.62,1.34,10.34
1630639,A.J. Lawson,18.71,3.08,7.31,0.41,1.27,3.88,0.3,1.65,2.42,0.37,0.77,2.54,3.31,1.19,0.58,0.5,0.23,0.46,1.69,1.46,9.08
1630643,Jay Huff,11.69,2.45,4.77,0.4,1.27,3.12,0.29,0.69,0.88,0.26,0.47,1.55,2.02,0.59,0.53,0.25,0.88,0.12,1.22,0.69,6.86
1630644,Mac McClung,5.12,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0
1630649,Stanley Umude,3.9,0.23,1.18,0.17,0.14,0.68,0.14,0.09,0.18,0.05,0.18,0.59,0.77,0.18,0.14,0.14,0.27,0.05,0.36,0.09,0.68
1630658,Colin Castleton,16.61,1.77,3.77,0.33,0.08,0.62,0.05,1.12,1.46,0.39,2.04,2.65,4.69,1.08,0.88,0.31,0.38,0.46,1.96,1.19,4.73
1630678,Terry Taylor,2.11,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630692,Jordan Goodwin,18.71,2.17,4.97,0.34,0.9,2.34,0.26,0.31,0.38,0.14,1.31,2.55,3.86,1.45,0.9,1.03,0.38,0.24,1.48,0.41,5.55
1630695,Micah Potter,18.56,1.5,3.55,0.4,0.82,2.58,0.28,0.45,0.53,0.23,1.13,3.18,4.32,0.82,0.82,0.37,0.37,0.13,1.32,0.68,4.26
1630696,Dru Smith,19.16,2.21,4.36,0.44,1.14,2.14,0.39,0.64,0.86,0.17,0.86,1.71,2.57,1.64,1.21,1.5,0.43,0.14,2.14,0.79,6.21
1630699,MarJon Beauchamp,4.47,0.77,1.86,0.32,0.29,0.83,0.23,0.43,0.57,0.2,0.31,0.94,1.26,0.31,0.43,0.11,0.03,0.14,0.4,0.34,2.26
1630700,Dyson Daniels,33.83,5.99,12.14,0.5,1.05,3.09,0.35,1.09,1.84,0.35,1.63,4.28,5.91,4.38,2.04,3.01,0.72,0.59,2.3,1.72,14.12
1630702,Jaden Hardy,15.92,3.16,7.26,0.37,1.33,3.46,0.3,1.05,1.51,0.38,0.16,1.4,1.56,1.42,1.44,0.49,0.09,0.42,1.58,1.19,8.7
1630703,Scoot Henderson,26.65,4.35,10.38,0.41,1.59,4.5,0.34,2.39,3.12,0.58,0.79,2.21,3.0,5.08,2.68,1.03,0.2,0.67,2.74,2.76,12.68
1630762,Phillip Wheeler,8.88,0.6,4.2,0.09,0.0,2.0,0.0,0.4,0.4,0.2,0.4,1.2,1.6,0.4,0.2,0.2,0.4,0.2,0.2,0.2,1.6
1630811,Keaton Wallace,16.17,2.1,5.23,0.37,0.87,2.65,0.24,0.35,0.35,0.16,0.23,1.39,1.61,2.61,1.06,0.9,0.29,0.1,1.26,0.39,5.42
1631093,Jaden Ivey,29.93,6.33,13.77,0.46,2.1,5.13,0.4,2.83,3.87,0.69,1.33,2.8,4.13,3.97,2.97,0.93,0.37,0.87,2.23,3.17,17.6
1631094,Paolo Banchero,34.38,8.96,19.8,0.45,1.89,5.91,0.3,6.09,8.37,0.71,1.11,6.39,7.5,4.76,2.96,0.78,0.61,1.11,2.11,5.76,25.89
1631095,Jabari Smith Jr.,30.1,4.35,9.93,0.43,1.72,4.86,0.34,1.82,2.21,0.53,1.84,5.16,7.0,1.05,1.07,0.44,0.72,0.53,2.16,2.11,12.25
1631096,Chet Holmgren,27.39,5.22,10.66,0.47,1.38,3.62,0.36,3.16,4.19,0.61,1.5,6.53,8.03,1.97,1.75,0.72,2.22,1.09,2.25,2.97,14.97
1631097,Bennedict Mathurin,29.85,5.43,11.85,0.46,1.36,4.0,0.34,3.83,4.61,0.74,1.21,4.11,5.32,1.89,1.88,0.65,0.33,0.93,2.25,3.4,16.06
1631098,Johnny Davis,7.11,0.94,2.29,0.34,0.21,0.85,0.13,0.26,0.44,0.12,0.29,0.82,1.12,0.32,0.21,0.44,0.18,0.09,0.53,0.41,2.35
1631099,Keegan Murray,34.34,4.79,10.79,0.43,2.03,5.91,0.32,0.79,0.95,0.35,1.92,4.75,6.67,1.43,0.79,0.8,0.91,0.37,2.45,1.04,12.39
1631101,Shaedon Sharpe,31.28,6.93,15.33,0.45,2.04,6.56,0.31,2.64,3.36,0.66,0.94,3.56,4.5,2.75,2.08,0.86,0.22,0.67,1.67,2.62,18.54
1631102,TyTy Washington Jr.,7.4,0.88,2.81,0.19,0.25,1.31,0.09,0.19,0.38,0.09,0.25,0.56,0.81,1.0,0.19,0.19,0.0,0.0,0.25,0.25,2.19
1631103,Malaki Branham,9.08,1.85,4.04,0.37,0.72,1.79,0.31,0.57,0.7,0.23,0.15,0.94,1.09,0.81,0.72,0.23,0.04,0.28,0.62,0.49,5.0
1631104,Blake Wesley,11.78,1.4,3.21,0.39,0.29,1.0,0.15,0.66,1.05,0.26,0.29,0.76,1.05,1.97,0.93,0.64,0.1,0.22,0.79,0.97,3.74
1631105,Jalen Duren,26.07,4.85,7.0,0.69,0.0,0.0,0.0,2.08,3.1,0.56,3.55,6.79,10.35,2.68,1.74,0.69,1.14,0.71,3.22,2.59,11.77
1631106,Tari Eason,24.92,4.77,9.81,0.48,1.11,3.23,0.3,1.39,1.82,0.47,2.25,4.11,6.35,1.46,1.14,1.7,0.88,0.79,2.39,1.33,12.04
1631107,Nikola Jović,25.12,3.74,8.2,0.45,1.7,4.57,0.34,1.57,1.89,0.52,0.57,3.35,3.91,2.85,1.3,0.83,0.28,0.26,1.78,1.7,10.74
1631108,Max Christie,27.27,3.23,7.56,0.45,1.47,4.03,0.37,1.67,1.95,0.55,0.49,2.82,3.31,1.87,1.13,0.82,0.4,0.5,1.47,1.45,9.6
1631109,Mark Williams,26.61,6.14,10.16,0.6,0.0,0.09,0.0,2.98,3.7,0.67,3.0,7.16,10.16,2.48,1.61,0.73,1.23,0.57,2.39,2.91,15.25
1631110,Jeremy Sochan,25.26,4.65,8.69,0.52,0.52,1.69,0.24,1.61,2.31,0.43,2.35,4.17,6.52,2.37,1.56,0.83,0.5,0.85,2.43,1.94,11.43
1631111,Wendell Moore Jr.,13.86,1.64,3.5,0.37,0.39,1.14,0.22,0.5,0.61,0.21,0.83,1.81,2.64,1.17,0.75,0.56,0.14,0.33,0.86,0.53,4.17
1631114,Jalen Williams,32.42,8.19,16.93,0.48,1.8,4.93,0.34,3.42,4.33,0.71,0.86,4.49,5.35,5.13,2.17,1.61,0.67,0.86,2.29,3.55,21.59
1631115,Orlando Robinson,17.5,2.64,5.93,0.42,0.39,1.18,0.21,1.23,1.59,0.43,2.02,2.98,5.0,1.75,1.11,0.39,0.36,0.59,2.27,1.2,6.89
1631116,Patrick Baldwin Jr.,4.45,0.79,1.46,0.42,0.54,0.96,0.35,0.08,0.17,0.04,0.21,0.83,1.04,0.12,0.21,0.12,0.08,0.08,0.29,0.12,2.21
1631117,Walker Kessler,30.01,4.79,7.22,0.69,0.1,0.59,0.04,1.36,2.62,0.38,4.59,7.6,12.19,1.67,1.48,0.62,2.38,0.71,2.24,2.22,11.05
1631119,Jaylin Williams,16.68,2.06,4.7,0.44,1.3,3.26,0.41,0.49,0.64,0.24,1.02,4.55,5.57,2.55,0.74,0.47,0.62,0.11,1.68,0.89,5.91
1631120,JD Davison,5.81,0.75,2.12,0.34,0.25,1.12,0.18,0.31,0.44,0.12,0.12,0.69,0.81,0.81,0.81,0.31,0.06,0.0,0.12,0.31,2.06
1631121,Bryce McGowens,2.46,0.31,1.08,0.15,0.0,0.31,0.0,0.38,0.46,0.23,0.15,0.08,0.23,0.15,0.31,0.08,0.0,0.08,0.23,0.38,1.0
1631123,Jamaree Bouyea,12.34,1.2,2.4,0.3,0.2,1.0,0.05,0.8,1.2,0.13,0.2,0.8,1.0,2.0,1.6,0.8,0.4,0.2,0.4,1.2,3.4
1631124,Julian Strawther,21.28,3.23,7.48,0.41,1.45,4.14,0.3,1.14,1.38,0.45,0.26,1.92,2.18,1.28,0.88,0.6,0.25,0.29,2.32,1.49,9.05
1631127,Harrison Ingram,6.95,0.4,0.8,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.4,1.8,0.6,0.2,0.6,0.0,0.0,0.4,0.0,0.8
1631128,Christian Braun,33.87,6.03,10.39,0.58,1.13,2.84,0.34,2.24,2.71,0.66,1.24,3.95,5.19,2.59,1.03,1.08,0.47,0.78,2.15,1.81,15.42
1631131,Oscar Tshiebwe,18.23,3.0,5.0,0.49,0.0,0.0,0.0,1.64,2.21,0.56,3.29,5.43,8.71,0.64,0.71,0.93,0.07,0.71,1.71,1.57,7.64
1631132,Christian Koloko,9.23,1.08,1.78,0.46,0.0,0.11,0.0,0.27,0.38,0.14,0.95,1.54,2.49,0.43,0.32,0.22,0.43,0.22,1.19,0.57,2.43
1631133,Jabari Walker,12.49,1.97,3.82,0.4,0.47,1.2,0.21,0.82,1.18,0.32,0.98,2.53,3.52,0.62,0.57,0.55,0.1,0.52,1.45,1.03,5.22
1631157,Ryan Rollins,14.63,2.36,4.84,0.42,0.88,2.14,0.3,0.64,0.8,0.3,0.38,1.55,1.93,1.86,0.95,0.75,0.3,0.38,1.57,0.84,6.23
1631159,Leonard Miller,2.43,0.46,1.15,0.35,0.0,0.38,0.0,0.62,0.62,0.23,0.23,0.62,0.85,0.0,0.15,0.15,0.08,0.08,0.15,0.31,1.54
1631165,Keon Ellis,24.35,2.84,5.8,0.47,1.74,4.01,0.4,0.91,1.08,0.35,0.75,1.9,2.65,1.5,0.89,1.51,0.79,0.18,2.2,1.18,8.32
1631166,Drew Timme,28.21,5.0,11.33,0.47,1.0,3.89,0.3,1.11,1.78,0.5,1.89,5.33,7.22,2.22,1.67,0.44,0.11,0.22,2.33,2.44,12.11
1631169,Josh Minott,6.01,0.96,1.96,0.36,0.3,0.93,0.21,0.37,0.41,0.16,0.26,0.76,1.02,0.39,0.24,0.33,0.26,0.13,0.74,0.33,2.59
1631170,Jaime Jaquez Jr.,20.73,3.23,7.0,0.43,0.56,1.8,0.23,1.62,2.15,0.4,1.27,3.12,4.39,2.52,1.48,0.92,0.21,0.91,1.23,1.5,8.64
1631172,Ousmane Dieng,10.94,1.46,3.38,0.35,0.62,1.92,0.21,0.3,0.43,0.15,0.49,1.7,2.19,0.84,0.49,0.46,0.19,0.16,0.89,0.35,3.84
1631197,Jared Rhoden,16.15,3.0,6.21,0.38,0.86,2.79,0.19,1.57,1.79,0.46,1.0,2.0,3.0,1.14,0.64,0.71,0.14,0.43,1.43,1.07,8.43
1631199,Ron Harper Jr.,17.0,1.0,8.0,0.12,0.0,6.0,0.0,2.0,2.0,1.0,4.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
1631200,Kris Murray,15.08,1.7,4.04,0.34,0.39,1.74,0.15,0.38,0.83,0.16,1.1,1.54,2.64,0.99,0.62,0.51,0.25,0.29,0.96,0.61,4.16
1631204,Marcus Sasser,14.22,2.4,5.19,0.41,1.02,2.67,0.31,0.75,0.89,0.29,0.32,0.89,1.21,2.33,0.95,0.65,0.07,0.28,1.26,0.86,6.58
1631207,Dalen Terry,13.52,1.64,3.67,0.39,0.51,1.42,0.19,0.67,0.95,0.24,0.52,1.18,1.7,1.33,0.73,0.6,0.21,0.23,1.56,0.75,4.47
1631209,Isaiah Wong,13.28,2.05,5.25,0.39,0.65,1.65,0.4,1.25,1.7,0.38,0.7,0.9,1.6,1.4,0.9,0.55,0.0,0.65,1.05,1.2,6.0
1631210,Jacob Toppin,4.42,0.53,1.29,0.15,0.29,0.59,0.04,0.0,0.0,0.0,0.18,0.71,0.88,0.35,0.18,0.12,0.0,0.18,0.18,0.0,1.35
1631212,Peyton Watson,24.35,3.0,6.29,0.45,0.71,2.0,0.27,1.4,2.01,0.44,0.69,2.74,3.43,1.38,0.82,0.71,1.37,0.53,1.81,1.38,8.1
1631213,Tyrese Martin,21.92,3.15,7.75,0.38,1.65,4.7,0.31,0.77,0.97,0.27,0.97,2.68,3.65,2.03,1.23,0.57,0.15,0.25,1.28,0.83,8.72
1631214,Alondes Williams,3.72,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1631216,Caleb Houstan,13.59,1.38,3.28,0.32,1.1,2.76,0.26,0.26,0.29,0.12,0.33,0.97,1.29,0.6,0.22,0.38,0.1,0.1,1.07,0.31,4.12
1631217,Moussa Diabaté,17.47,2.35,3.94,0.54,0.0,0.08,0.0,0.97,1.63,0.3,2.63,3.54,6.17,0.79,0.86,0.65,0.56,0.34,1.54,1.62,5.68
1631218,Trayce Jackson-Davis,15.59,2.81,4.87,0.52,0.0,0.05,0.0,0.95,1.65,0.35,1.97,3.05,5.02,1.68,0.73,0.37,0.61,0.69,1.18,1.21,6.56
1631221,Collin Gillespie,13.98,2.06,4.79,0.4,1.18,2.73,0.37,0.58,0.67,0.24,0.67,1.7,2.36,2.36,0.52,0.64,0.15,0.3,0.91,0.76,5.88
1631222,Jake LaRavia,20.44,2.42,5.11,0.46,0.91,2.15,0.34,1.18,1.74,0.38,1.36,2.56,3.92,2.39,1.3,0.94,0.35,0.39,2.0,1.38,6.94
1631223,David Roddy,12.42,1.73,3.79,0.43,0.58,1.85,0.24,0.61,0.79,0.21,0.39,2.15,2.55,1.06,0.67,0.42,0.27,0.27,0.61,0.61,4.64
1631230,Dominick Barlow,10.71,1.71,3.23,0.39,0.2,0.77,0.17,0.6,0.94,0.17,1.0,1.43,2.43,0.54,0.14,0.26,0.46,0.2,1.34,0.83,4.23
1631232,Keion Brooks Jr.,23.7,3.79,7.79,0.47,1.0,3.07,0.28,1.57,2.14,0.47,0.86,3.29,4.14,0.93,0.86,0.71,0.71,0.43,2.14,1.43,10.14
1631243,Mouhamed Gueye,16.14,2.18,5.18,0.41,0.64,2.45,0.26,0.97,1.27,0.36,1.33,2.88,4.21,0.82,0.45,0.85,1.0,0.33,1.67,0.91,5.97
1631245,Quenton Jackson,13.61,2.07,4.36,0.33,0.54,1.43,0.19,1.11,1.43,0.31,0.5,1.07,1.57,1.89,0.57,0.75,0.18,0.46,1.54,1.57,5.79
1631246,Vince Williams Jr.,18.46,2.48,6.19,0.4,0.96,3.52,0.29,0.7,0.89,0.26,0.81,2.81,3.63,2.04,1.22,0.44,0.26,0.26,1.67,1.26,6.63
1631247,Luke Travers,7.32,0.42,1.67,0.13,0.0,0.75,0.0,0.17,0.17,0.08,0.67,1.0,1.67,0.67,0.67,0.08,0.08,0.33,0.5,0.08,1.0
1631248,Baylor Scheierman,12.38,1.26,3.55,0.23,0.84,2.65,0.18,0.29,0.39,0.15,0.61,1.48,2.1,1.06,0.39,0.55,0.06,0.1,0.71,0.58,3.65
1631250,Pete Nance,10.63,1.08,2.46,0.29,0.69,1.85,0.22,0.08,0.15,0.04,0.38,1.23,1.62,0.77,0.31,0.15,0.15,0.08,1.31,0.08,2.92
1631255,Karlo Matković,18.82,3.21,5.6,0.51,0.5,1.57,0.19,0.81,1.05,0.4,1.52,3.45,4.98,1.1,1.02,0.52,0.98,0.26,2.52,0.95,7.74
1631260,AJ Green,22.73,2.49,5.81,0.41,2.12,4.97,0.4,0.3,0.37,0.13,0.25,2.14,2.38,1.48,0.55,0.51,0.1,0.04,2.15,0.68,7.41
1631288,Jamal Cain,13.56,1.84,4.27,0.32,0.7,2.16,0.25,0.92,1.35,0.29,0.73,1.57,2.3,0.59,0.59,0.62,0.24,0.0,1.24,1.0,5.3
1631301,Jaylen Sims,18.63,2.0,4.67,0.48,1.0,2.5,0.4,2.0,2.5,0.65,0.5,0.5,1.0,2.0,1.33,0.5,0.17,0.17,1.67,1.83,7.0
1631303,Justin Minaya,5.3,0.42,1.11,0.15,0.11,0.53,0.04,0.0,0.11,0.0,0.26,0.26,0.53,0.37,0.26,0.32,0.05,0.0,0.63,0.16,0.95
1631306,Cole Swider,16.95,2.2,6.3,0.31,1.5,4.7,0.28,0.0,0.1,0.0,0.5,2.2,2.7,0.3,0.4,0.4,0.2,0.4,1.2,0.3,5.9
1631311,Lester Quinones,14.11,2.38,6.0,0.36,1.0,3.38,0.25,0.85,1.0,0.33,0.31,1.15,1.46,1.85,1.08,0.23,0.15,0.23,1.38,1.38,6.62
1631321,Sidy Cissoko,5.2,0.59,1.36,0.22,0.14,0.59,0.09,0.14,0.41,0.09,0.36,0.59,0.95,0.68,0.5,0.09,0.05,0.23,0.45,0.32,1.45
1631323,Simone Fontecchio,16.49,2.0,4.97,0.37,1.01,3.03,0.29,0.93,1.12,0.37,0.69,2.17,2.87,0.87,0.72,0.41,0.16,0.24,1.27,0.92,5.95
1631342,Daeqwon Plowden,11.92,2.67,4.17,0.41,1.5,2.83,0.29,0.33,0.33,0.17,0.67,1.17,1.83,0.33,0.67,0.0,0.0,0.0,1.67,0.17,7.17
1631386,Taze Moore,9.93,1.0,5.0,0.31,0.5,2.0,0.12,0.5,1.0,0.25,2.0,2.0,4.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,3.0
1631466,Nate Williams,7.33,1.35,3.1,0.29,0.3,1.3,0.17,0.25,0.4,0.12,0.25,0.4,0.65,0.45,0.7,0.4,0.2,0.0,0.8,0.35,3.25
1641705,Victor Wembanyama,33.2,8.87,18.63,0.47,3.09,8.76,0.34,3.43,4.11,0.74,1.78,9.22,11.0,3.65,3.24,1.13,3.83,0.59,2.28,4.91,24.26
1641706,Brandon Miller,34.21,7.33,18.19,0.41,3.85,10.85,0.36,2.52,2.93,0.72,0.93,3.93,4.85,3.63,2.81,1.07,0.74,0.78,2.74,2.67,21.04
1641707,Taylor Hendricks,24.84,1.33,6.0,0.19,1.0,4.0,0.2,1.0,1.33,0.5,1.67,3.33,5.0,0.67,0.67,1.67,1.33,0.0,2.67,0.67,4.67
1641708,Amen Thompson,32.25,5.62,10.1,0.55,0.36,1.32,0.15,2.45,3.58,0.59,2.78,5.39,8.17,3.84,2.0,1.41,1.29,0.65,2.42,2.54,14.06
1641709,Ausar Thompson,22.5,4.17,7.8,0.53,0.19,0.83,0.12,1.54,2.41,0.48,1.88,3.25,5.14,2.27,1.36,1.66,0.68,0.71,2.78,2.2,10.07
1641710,Anthony Black,24.19,3.36,7.95,0.41,0.79,2.5,0.26,1.92,2.53,0.56,0.67,2.28,2.95,3.08,1.78,1.1,0.62,0.68,2.13,2.33,9.44
1641711,Gradey Dick,29.4,4.91,11.98,0.4,2.11,6.04,0.35,2.46,2.87,0.67,0.81,2.76,3.57,1.81,1.54,0.89,0.19,0.67,2.22,2.35,14.39
1641712,Rayan Rupert,8.84,1.12,2.73,0.24,0.31,1.13,0.13,0.44,0.58,0.17,0.5,0.85,1.35,0.48,0.58,0.31,0.08,0.29,0.71,0.46,2.98
1641713,GG Jackson,15.81,2.55,6.86,0.36,1.1,3.28,0.32,1.0,1.38,0.34,0.93,2.24,3.17,1.0,1.07,0.41,0.17,0.52,1.03,1.1,7.21
1641715,Cam Whitmore,16.21,3.51,7.9,0.4,1.27,3.59,0.3,1.06,1.41,0.39,0.71,2.25,2.96,0.96,0.9,0.61,0.25,0.59,0.86,0.9,9.35
1641716,Jarace Walker,15.82,2.27,4.8,0.45,1.0,2.47,0.3,0.61,0.92,0.25,0.33,2.72,3.05,1.47,1.04,0.72,0.33,0.13,1.53,0.84,6.15
1641717,Cason Wallace,27.59,3.41,7.19,0.47,1.09,3.06,0.36,0.44,0.54,0.22,1.04,2.32,3.37,2.54,0.87,1.76,0.51,0.47,2.13,0.62,8.35
1641718,Keyonte George,31.47,5.36,13.72,0.39,2.6,7.57,0.33,3.48,4.25,0.68,0.39,3.39,3.78,5.63,2.73,0.69,0.13,1.06,1.66,3.39,16.79
1641720,Jalen Hood-Schifino,20.98,2.47,6.53,0.36,0.93,3.07,0.23,1.2,1.4,0.45,0.2,1.6,1.8,2.47,1.2,0.33,0.47,0.27,1.67,1.13,7.07
1641721,Maxwell Lewis,11.7,1.61,3.86,0.28,0.68,1.79,0.27,0.25,0.36,0.12,0.64,1.32,1.96,0.68,0.5,0.32,0.25,0.36,1.04,0.29,4.14
1641722,Jordan Hawkins,23.58,3.7,9.93,0.34,1.96,5.93,0.31,1.43,1.75,0.48,0.45,2.38,2.82,1.18,1.04,0.54,0.41,0.46,0.91,1.3,10.79
1641723,Kobe Bufkin,12.36,1.8,4.7,0.42,0.4,1.9,0.14,1.3,1.8,0.45,0.5,1.6,2.1,1.7,0.8,0.3,0.2,0.6,0.9,1.2,5.3
